name2	chrom	f10.AMYGDALA_CTRL_1	f10.AMYGDALA_CTRL_2	f10.AMYGDALA_FEAR_1	f10.AMYGDALA_FEAR_2	f10.CORTEX_CTRL_1	f10.CORTEX_CTRL_2	f10.CORTEX_FEAR_1	f10.CORTEX_FEAR_2	f10.AMYGDALA_ERRB4_KO_1	f10.AMYGDALA_ERRB4_KO_2	f10.AMYGDALA_ERRB4_KO_3	f10.AMYGDALA_ERRB4_WT_1	f10.AMYGDALA_ERRB4_WT_2	f10.CORTEX_ERRB4_KO_1	f10.CORTEX_ERRB4_KO_2	f10.CORTEX_ERRB4_KO_3	f10.CORTEX_ERRB4_WT_1	f10.CORTEX_ERRB4_WT_2
Olfr1256	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr48	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1257	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1258	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1259	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1260	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1261	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1262	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1263	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1264	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1265	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr140	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1269	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr32	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1270	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13769	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1506	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr142	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1271	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1272	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1273-ps	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1274-ps	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptprj	chr2	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1
Nup160	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fnbp4	chr2	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Agbl2	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtch2	chr2	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
C1qtnf4	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs3	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Kbtbd4	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Ptpmt1	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Celf1	chr2	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Rapsn	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmc3	chr2	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1
Slc39a13	chr2	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Spi1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mybpc3	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Madd	chr2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Nr1h3	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp2	chr2	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0
Ddb2	chr2	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1
A330069E16Rik	chr2	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1
Pacsin3	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arfgap2	chr2	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
1110051M20Rik	chr2	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Lrp4	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ckap5	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord67	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp408	chr2	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Arhgap1	chr2	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Atg13	chr2	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1
Harbi1	chr2	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1
Ambra1	chr2	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0
Chrm4	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Mdk	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6999	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Dgkz	chr2	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0
Creb3l1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf21a	chr2	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0
Mir1955	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gyltl1b	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex16	chr2	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
1700029I15Rik	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7000	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk8ip1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D930015M05Rik	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cry2	chr2	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Slc35c1	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Mir7221	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7222	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst1	chr2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Syt13	chr2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4631405J19Rik	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdm11	chr2	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0
Trp53i11	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan18	chr2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm13807	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7001	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd82	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10804	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alx4	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ext2	chr2	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0
Accs	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Accsl	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13889	chr2	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0
Alkbh3os1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkbh3	chr2	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Hsd17b12	chr2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Mir129b	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0
Mir129-2	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0
Mir670	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc17	chr2	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
2810002D19Rik	chr2	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Api5	chr2	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Lrrc4c	chr2	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1
Rag2	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B230118H07Rik	chr2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Rag1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traf6	chr2	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1
Prr5l	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Commd9	chr2	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1
Ldlrad3	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1
Trim44	chr2	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Fjx1	chr2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
Pamr1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc1a2	chr2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
Cd44	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdhx	chr2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Apip	chr2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ehf	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930006I01Rik	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC016548	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elf5	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cat	chr2	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1
Abtb2	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Nat10	chr2	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Caprin1	chr2	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1
4930547E08Rik	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lincred1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmo2	chr2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Fbxo3	chr2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Cd59b	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd59a	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930018P22Rik	chr2	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1
D430041D05Rik	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Mir1902	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hipk3	chr2	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0
Platr14	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cstf3	chr2	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Tcp11l1	chr2	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	0	1
Pin1rt1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Depdc7	chr2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
Qser1	chr2	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Prrg4	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc73	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3m	chr2	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Wt1os	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wt1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Them7	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcn1	chr2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
Paupar	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pax6	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pax6os1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elp4	chr2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Immp1l	chr2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Dnajc24	chr2	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Gm14015	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpped2	chr2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
Arl14ep	chr2	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fshb	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcna4	chr2	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0
Mettl15	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif18a	chr2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bdnf	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
Lin7c	chr2	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Platr8	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgr4	chr2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ccdc34	chr2	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Ccdc34os	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbox1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibin	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
Slc5a12	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muc15	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ano3	chr2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1
4930430A15Rik	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1275	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1276	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1277	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1278	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1279	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1280	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1281	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1282	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1283	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1284	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1286	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1287	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1288	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1289	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1290	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1294	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1295	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1297	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1298	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1299	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1300-ps1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1301	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1302	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1303	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1305	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1306	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1307	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1308	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1309	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1310	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1311	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1312	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1313	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1314	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1316	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1317	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1318	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpcat4	chr2	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Nutm1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nop10	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1
Slc12a6	chr2	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1
Emc4	chr2	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1
Katnbl1	chr2	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Emc7	chr2	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Chrm5	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aven	chr2	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Ryr3	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmco5b	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmn1	chr2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4930533B01Rik	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grem1	chr2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Scg5	chr2	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Arhgap11a	chr2	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A530058N18Rik	chr2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Gjd2	chr2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Actc1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C130080G10Rik	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7002	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqr	chr2	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Zfp770	chr2	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1
Dph6	chr2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4930528P14Rik	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110099E03Rik	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC052040	chr2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Mir1951	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meis2	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810405F15Rik	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmco5	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D330050G23Rik	chr2	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1
Spred1	chr2	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Mir674	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam98b	chr2	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1
Rasgrp1	chr2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
Gm13985	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930412B13Rik	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13986	chr2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Thbs1	chr2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Fsip1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700054M17Rik	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr176	chr2	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	0
Eif2ak4	chr2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Srp14	chr2	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
Bmf	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Bub1b	chr2	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0
Pak6	chr2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Ankrd63	chr2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plcb2	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inafm2	chr2	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1
A430105I19Rik	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Phgr1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Disp2	chr2	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1
Knstrn	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0
Ivd	chr2	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1
Bahd1	chr2	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
Chst14	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc32	chr2	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1
Rpusd2	chr2	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0
Casc5	chr2	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1
Rad51	chr2	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1
Rmdn3	chr2	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1
Gchfr	chr2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm14137	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfyve19	chr2	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1
Dnajc17	chr2	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1
Ppp1r14d	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spint1	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhov	chr2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Vps18	chr2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Dll4	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14207	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chac1	chr2	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1
Ino80	chr2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Exd1	chr2	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0
Chp1	chr2	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0
1700020I14Rik	chr2	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1
Nusap1	chr2	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1
Oip5	chr2	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1
Ndufaf1	chr2	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Rtf1	chr2	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0
Itpka	chr2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltk	chr2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Rpap1	chr2	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Tyro3	chr2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Mga	chr2	1	0	1	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0
Mapkbp1	chr2	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1
Mir7665	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28042	chr2	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Jmjd7	chr2	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
