name2	chrom	tss_samples	tss1k_samples	gene1k_samples
Thrap3	chr4	183	186	191
Map7d1	chr4	135	164	169
Trappc3	chr4	164	175	175
Col8a2	chr4	31	31	117
Adprhl2	chr4	162	163	163
Tekt2	chr4	0	3	164
Ago3	chr4	169	174	174
Ago1	chr4	169	172	174
Ago4	chr4	70	76	95
Clspn	chr4	168	170	170
Mir7119	chr4	0	0	0
5730409E04Rik	chr4	91	95	95
Psmb2	chr4	176	179	179
Tfap2e	chr4	23	58	59
Ncdn	chr4	176	185	185
AU040320	chr4	184	185	186
Zmym4	chr4	117	161	165
Sfpq	chr4	175	183	183
Zmym1	chr4	131	136	136
Zmym6	chr4	162	174	182
Gm12942	chr4	163	165	165
Dlgap3	chr4	79	111	179
Smim12	chr4	174	177	177
Gja4	chr4	97	101	101
Gjb3	chr4	8	33	100
Gjb4	chr4	3	8	10
Gjb5	chr4	10	16	19
CK137956	chr4	0	2	4
Csmd2	chr4	0	2	64
Csmd2os	chr4	0	0	15
Hmgb4	chr4	0	0	1
Hmgb4os	chr4	0	0	0
Zscan20	chr4	189	189	189
Tlr12	chr4	31	56	66
Phc2	chr4	178	183	187
A3galt2	chr4	0	16	45
Zfp362	chr4	85	99	123
Trim62	chr4	100	120	129
Azin2	chr4	139	147	158
Ak2	chr4	175	178	178
Rnf19b	chr4	131	168	171
Tmem54	chr4	18	21	26
Hpca	chr4	15	39	80
Fndc5	chr4	5	8	71
S100pbp	chr4	145	177	177
Yars	chr4	169	177	177
C77080	chr4	86	97	147
Sync	chr4	23	53	57
Rbbp4	chr4	178	184	185
Zbtb8os	chr4	101	184	184
Zbtb8a	chr4	40	116	128
Zbtb8b	chr4	38	44	45
Bsdc1	chr4	168	187	187
Tssk3	chr4	1	25	25
Fam229a	chr4	10	25	25
Marcksl1	chr4	125	144	144
Hdac1	chr4	164	178	179
Mir8119	chr4	4	103	122
Lck	chr4	42	67	145
Fam167b	chr4	2	4	33
Eif3i	chr4	139	148	148
Tmem234	chr4	145	148	155
Dcdc2b	chr4	27	27	146
Iqcc	chr4	144	149	149
Ccdc28b	chr4	23	157	171
Txlna	chr4	180	180	181
Kpna6	chr4	145	155	156
Mir7016	chr4	0	1	1
Tmem39b	chr4	142	147	147
Khdrbs1	chr4	165	184	184
Ptp4a2	chr4	142	176	177
E330017L17Rik	chr4	0	0	43
1700003M07Rik	chr4	100	114	121
Adgrb2	chr4	11	50	125
Col16a1	chr4	19	21	100
Pef1	chr4	146	153	157
Hcrtr1	chr4	37	45	52
Tinagl1	chr4	56	66	78
Gm853	chr4	0	1	16
Serinc2	chr4	13	17	82
Fabp3	chr4	42	72	72
Zcchc17	chr4	182	184	184
Snrnp40	chr4	183	184	184
Nkain1	chr4	35	45	100
Pum1	chr4	154	158	173
Snord85	chr4	2	8	9
Sdc3	chr4	40	48	111
Laptm5	chr4	96	101	114
Matn1	chr4	0	14	75
A930031H19Rik	chr4	0	0	16
Ptpru	chr4	129	133	153
Mecr	chr4	120	121	158
Srsf4	chr4	149	158	159
Gm12992	chr4	4	30	143
Tmem200b	chr4	24	44	47
Epb41	chr4	184	184	186
Oprd1	chr4	19	36	72
Ythdf2	chr4	159	164	166
Rps15a-ps4	chr4	0	1	1
Gmeb1	chr4	109	124	128
Rnu11	chr4	149	163	163
Taf12	chr4	150	152	152
Rab42	chr4	90	94	95
Snhg12	chr4	142	145	150
Snora16a	chr4	60	150	150
Snora44	chr4	55	102	102
Snora61	chr4	1	86	86
Snord99	chr4	0	65	65
Trnau1ap	chr4	163	166	166
Rcc1	chr4	126	135	137
Snhg3	chr4	148	150	150
Phactr4	chr4	168	171	172
Med18	chr4	142	146	146
Sesn2	chr4	164	174	174
Atpif1	chr4	37	98	171
Dnajc8	chr4	85	98	103
Ptafr	chr4	51	52	58
Eya3	chr4	162	166	168
Xkr8	chr4	149	155	156
Smpdl3b	chr4	78	83	160
Rpa2	chr4	158	175	175
Themis2	chr4	80	89	104
Ppp1r8	chr4	164	170	170
Stx12	chr4	139	146	149
Fam76a	chr4	169	189	189
Fgr	chr4	12	25	112
Ahdc1	chr4	135	139	170
Wasf2	chr4	142	171	175
Mir7017	chr4	0	3	3
Gpr3	chr4	119	139	140
Cd164l2	chr4	19	24	28
Map3k6	chr4	75	163	168
Sytl1	chr4	33	49	64
Tmem222	chr4	165	170	170
Wdtc1	chr4	174	183	183
Slc9a1	chr4	144	150	163
Mir5122	chr4	144	150	150
Fam46b	chr4	155	176	177
Trnp1	chr4	96	103	130
Kdf1	chr4	29	37	38
Nudc	chr4	180	180	180
Nr0b2	chr4	51	59	60
Gpatch3	chr4	132	140	151
Gpn2	chr4	130	132	132
Sfn	chr4	13	52	154
Zdhhc18	chr4	127	140	163
Pigv	chr4	145	152	167
Mir7227	chr4	0	3	3
Arid1a	chr4	13	143	176
Rps6ka1	chr4	110	138	155
Hmgn2	chr4	139	156	156
Dhdds	chr4	166	170	177
Lin28a	chr4	10	31	53
Aim1l	chr4	0	3	174
Cd52	chr4	32	32	44
Ubxn11	chr4	150	150	159
Sh3bgrl3	chr4	155	158	158
Cep85	chr4	188	191	191
Gm7534	chr4	0	18	19
Catsper4	chr4	0	0	2
Cnksr1	chr4	35	40	40
E130218I03Rik	chr4	0	0	137
Zfp593	chr4	132	137	137
Grrp1	chr4	4	9	31
Pdik1l	chr4	164	172	172
Trim63	chr4	2	5	13
Slc30a2	chr4	7	18	56
Extl1	chr4	78	82	121
Pafah2	chr4	180	180	183
1700021N21Rik	chr4	13	20	24
Stmn1	chr4	174	182	182
Paqr7	chr4	102	104	141
Aunip	chr4	128	133	136
Mtfr1l	chr4	177	179	179
Sepn1	chr4	41	45	132
Mir6403	chr4	13	13	13
Man1c1	chr4	176	188	188
Ldlrap1	chr4	112	126	145
Tmem57	chr4	174	189	190
Rhd	chr4	20	22	73
Tmem50a	chr4	133	141	142
Rsrp1	chr4	158	163	163
Syf2	chr4	160	168	168
Runx3	chr4	62	75	134
Clic4	chr4	181	190	190
Srrm1	chr4	164	172	173
Ncmap	chr4	10	12	50
Mir700	chr4	46	47	47
Rcan3	chr4	139	154	157
Nipal3	chr4	166	185	185
Stpg1	chr4	4	83	120
Grhl3	chr4	24	38	102
1700029M20Rik	chr4	1	1	4
Ifnlr1	chr4	31	47	81
Il22ra1	chr4	6	9	49
Myom3	chr4	2	2	89
Srsf10	chr4	176	179	179
Pnrc2	chr4	160	165	166
Cnr2	chr4	41	64	164
Fuca1	chr4	157	162	163
Hmgcl	chr4	143	145	169
Gale	chr4	0	94	94
Lypla2	chr4	118	123	123
Pithd1	chr4	148	148	148
Tceb3	chr4	175	186	186
Rpl11	chr4	173	176	176
Id3	chr4	152	154	154
E2f2	chr4	98	139	163
Asap3	chr4	141	150	156
Tcea3	chr4	5	10	115
Zfp46	chr4	180	187	187
Hnrnpr	chr4	185	191	191
Htr1d	chr4	9	18	35
Luzp1	chr4	146	155	159
Kdm1a	chr4	145	154	155
4930549C01Rik	chr4	5	10	10
Lactbl1	chr4	0	10	62
Ephb2	chr4	74	98	144
C1qb	chr4	21	24	24
C1qc	chr4	21	23	23
C1qa	chr4	16	53	53
Epha8	chr4	10	21	50
Zbtb40	chr4	159	166	172
Gm13003	chr4	21	63	63
Wnt4	chr4	3	13	34
Cdc42	chr4	169	173	174
Cela3a	chr4	0	0	0
Cela3b	chr4	0	2	2
1700013G24Rik	chr4	0	0	0
Hspg2	chr4	86	124	145
Mir7018	chr4	0	1	1
Ldlrad2	chr4	0	0	8
Usp48	chr4	171	185	185
Rap1gap	chr4	20	29	148
Alpl	chr4	35	40	75
Ece1	chr4	151	154	178
Eif4g3	chr4	160	164	177
1700095J12Rik	chr4	0	17	17
Mir6399	chr4	0	1	1
Hp1bp3	chr4	181	183	183
Sh2d5	chr4	132	158	167
Kif17	chr4	140	149	171
Ddost	chr4	190	191	191
Mir7019	chr4	0	2	2
Pink1	chr4	143	167	168
Cda	chr4	90	98	101
Fam43b	chr4	7	10	10
Mul1	chr4	141	143	143
Camk2n1	chr4	22	104	104
Vwa5b1	chr4	0	0	45
Ubxn10	chr4	77	81	86
Pla2g2c	chr4	27	44	87
Pla2g2f	chr4	0	3	26
Pla2g2d	chr4	0	0	9
Pla2g5	chr4	4	11	100
Pla2g2a	chr4	0	0	2
Gm13030	chr4	0	0	0
Pla2g2e	chr4	16	16	25
Otud3	chr4	166	168	171
Rnf186	chr4	1	6	27
Tmco4	chr4	139	152	165
Htr6	chr4	8	18	18
Nbl1	chr4	19	27	74
Minos1	chr4	176	177	178
Gm16287	chr4	1	38	64
Capzb	chr4	152	181	182
Pqlc2	chr4	152	158	171
Akr7a5	chr4	150	158	158
Mrto4	chr4	145	151	151
Emc1	chr4	144	151	155
Ubr4	chr4	175	179	185
Iffo2	chr4	157	189	189
Aldh4a1	chr4	191	192	192
Mir7020	chr4	16	34	34
Tas1r2	chr4	0	1	34
Pax7	chr4	1	2	67
4933427I22Rik	chr4	5	26	37
Mir2139	chr4	16	29	29
Klhdc7a	chr4	25	28	37
Igsf21	chr4	0	16	69
Arhgef10l	chr4	48	57	158
Rcc2	chr4	106	117	165
Padi6	chr4	0	9	37
Padi4	chr4	10	23	104
Padi3	chr4	15	35	92
Gm13032	chr4	17	35	128
Padi1	chr4	2	6	141
4930515B02Rik	chr4	8	41	43
Padi2	chr4	111	132	146
Gm13031	chr4	44	50	88
Sdhb	chr4	181	182	182
Atp13a2	chr4	124	127	146
Mfap2	chr4	5	7	36
Crocc	chr4	183	190	191
Necap2	chr4	170	174	179
Spata21	chr4	1	1	49
Szrd1	chr4	180	183	184
Fbxo42	chr4	163	167	168
Rsg1	chr4	128	149	150
Arhgef19	chr4	12	13	72
Epha2	chr4	41	66	112
Fam131c	chr4	28	30	42
Clcnka	chr4	0	1	62
Clcnkb	chr4	1	1	102
Hspb7	chr4	0	56	101
Gm694	chr4	0	0	3
Zbtb17	chr4	136	142	161
Spen	chr4	147	170	184
B330016D10Rik	chr4	165	180	180
Fblim1	chr4	38	42	93
AI507597	chr4	0	0	1
Tmem82	chr4	84	98	103
Slc25a34	chr4	7	10	98
Plekhm2	chr4	127	136	145
Rsc1a1	chr4	0	39	39
Ddi2	chr4	135	139	166
Agmat	chr4	0	0	43
Dnajc16	chr4	149	187	189
Casp9	chr4	180	181	181
Cela2a	chr4	0	1	48
Ctrcos	chr4	1	14	24
Ctrc	chr4	0	21	24
Efhd2	chr4	164	170	179
Fhad1os1	chr4	0	4	4
Fhad1	chr4	0	23	166
4930455G09Rik	chr4	88	89	90
Tmem51os1	chr4	90	111	111
Tmem51	chr4	90	111	144
Kazn	chr4	66	79	130
Mir7021	chr4	0	1	1
Prdm2	chr4	151	161	191
Pdpn	chr4	9	37	85
Lrrc38	chr4	5	8	10
Pramel1	chr4	2	2	3
Pramef8	chr4	139	187	187
Oog4	chr4	0	0	0
Gm13040	chr4	0	0	0
Gm13057	chr4	0	0	0
Gm13043	chr4	0	0	0
BC080695	chr4	0	0	1
Gm13083	chr4	0	0	0
Gm13088	chr4	0	0	0
Gm13078	chr4	0	0	0
Gm13023	chr4	0	1	2
Gm13084	chr4	0	0	0
Gm13103	chr4	0	0	0
Pramef6	chr4	0	0	0
Pramef25	chr4	0	0	1
Pramef17	chr4	0	0	0
Pramel4	chr4	0	0	0
Gm13102	chr4	0	0	0
Oog3	chr4	0	1	1
Oog2	chr4	0	0	0
C87977	chr4	0	1	1
Pramel5	chr4	0	0	0
Gm13128	chr4	0	0	0
Gm13119	chr4	0	2	2
Gm13125	chr4	0	0	1
Pramef12	chr4	1	2	50
1700012P22Rik	chr4	0	0	12
Aadacl3	chr4	0	0	0
9430007A20Rik	chr4	0	0	0
Gm13124	chr4	0	0	7
Gm13177	chr4	0	1	1
Gm436	chr4	0	0	1
Gm13178	chr4	0	0	6
Gm438	chr4	0	0	2
Dhrs3	chr4	104	145	153
Vps13d	chr4	175	178	188
Tnfrsf1b	chr4	136	149	177
Tnfrsf8	chr4	47	62	137
Smarca5-ps	chr4	48	56	56
Gm13212	chr4	0	1	1
Gm13242	chr4	0	0	10
Gm13238	chr4	0	0	0
1700095A21Rik	chr4	0	0	33
Gm13247	chr4	5	16	51
Gm13251	chr4	0	0	100
Rex2	chr4	0	0	0
Gm13034	chr4	2	13	13
Gm13051	chr4	0	0	0
Zfp600	chr4	0	0	78
4933438K21Rik	chr4	0	0	0
Gm13139	chr4	0	0	0
Znf41-ps	chr4	0	0	0
Gm13152	chr4	0	0	138
Gm13154	chr4	0	2	53
2610305D13Rik	chr4	0	0	4
Zfp534	chr4	0	0	0
Gm13157	chr4	129	133	135
Rps19-ps3	chr4	0	18	18
Zfp933	chr4	170	173	173
Miip	chr4	189	190	190
Fv1	chr4	122	190	190
Mfn2	chr4	179	180	181
Plod1	chr4	118	127	136
2510039O18Rik	chr4	117	122	133
Nppb	chr4	15	29	29
Nppa	chr4	0	20	20
Clcn6	chr4	183	189	189
Mthfr	chr4	183	190	190
Agtrap	chr4	156	158	165
Draxin	chr4	48	53	168
Mad2l2	chr4	184	187	187
Mir7022	chr4	0	0	0
Fbxo6	chr4	160	160	160
Fbxo44	chr4	184	187	188
Fbxo2	chr4	42	187	188
Ptchd2	chr4	83	152	153
Ubiad1	chr4	127	130	132
Mtor	chr4	179	187	187
Angptl7	chr4	0	4	17
Exosc10	chr4	136	140	143
Srm	chr4	173	178	178
Masp2	chr4	0	0	111
Tardbp	chr4	179	182	182
Gm572	chr4	1	81	157
Casz1	chr4	38	46	184
Pex14	chr4	127	133	162
Dffa	chr4	143	146	146
Cort	chr4	0	2	3
Apitd1	chr4	139	152	155
Pgd	chr4	172	176	177
Kif1b	chr4	177	182	182
Ube4bos3	chr4	0	0	0
Ube4b	chr4	172	176	178
Rbp7	chr4	0	7	7
Nmnat1	chr4	153	161	162
Lzic	chr4	158	161	161
Ctnnbip1	chr4	165	177	182
Mir5616	chr4	0	0	0
Clstn1	chr4	71	84	127
Mir7023	chr4	0	5	5
Pik3cd	chr4	139	156	163
Tmem201	chr4	161	164	165
Slc25a33	chr4	157	161	161
Spsb1	chr4	156	173	180
H6pd	chr4	165	167	174
Mir34a	chr4	0	0	0
Gpr157	chr4	167	173	174
Slc2a5	chr4	0	18	135
Slc2a7	chr4	0	1	26
Car6	chr4	0	0	51
Eno1	chr4	173	182	182
Eno1b	chr4,chr18	136	182	182
Rere	chr4	101	155	180
Slc45a1	chr4	2	9	24
1700045H11Rik	chr4	148	158	158
Errfi1	chr4	157	158	159
Park7	chr4	159	161	161
Tnfrsf9	chr4	56	60	87
Uts2	chr4	0	0	7
Per3	chr4	150	169	169
Vamp3	chr4	162	167	167
Gm13090	chr4	0	6	8
Camta1	chr4	156	190	191
Dnajc11	chr4	133	135	142
Thap3	chr4	114	121	137
Phf13	chr4	146	170	170
Klhl21	chr4	141	147	149
Zbtb48	chr4	160	163	163
Tas1r1	chr4	12	127	163
Nol9	chr4	121	127	129
Plekhg5	chr4	101	112	132
Tnfrsf25	chr4	51	61	75
Espn	chr4	44	52	157
Hes2	chr4	18	46	49
Acot7	chr4	144	153	160
Gpr153	chr4	33	50	132
Hes3	chr4	0	14	18
Icmt	chr4	161	164	164
Rnf207	chr4	5	96	103
Rpl22	chr4	162	165	165
Chd5	chr4	6	13	120
Kcnab2	chr4	162	166	167
Nphp4	chr4	97	166	168
Gm833	chr4	9	10	11
Ajap1	chr4	2	7	24
BC039966	chr4	2	14	15
A430005L14Rik	chr4	149	152	152
Dffb	chr4	147	150	150
Cep104	chr4	59	150	157
Lrrc47	chr4	129	135	135
Smim1	chr4	49	53	76
Ccdc27	chr4	0	0	56
Trp73	chr4	16	24	123
Wdr8	chr4	139	140	141
Tprgl	chr4	154	160	160
Megf6	chr4	16	25	99
Arhgef16	chr4	21	29	31
5930403L14Rik	chr4	10	33	33
Prdm16	chr4	3	29	133
Actrt2	chr4	0	0	0
Ttc34	chr4	66	76	127
Mmel1	chr4	0	0	126
Fam213b	chr4	132	146	146
Tnfrsf14	chr4	86	100	101
Hes5	chr4	14	55	60
Pank4	chr4	137	144	145
Plch2	chr4	4	6	43
Pex10	chr4	151	156	156
Rer1	chr4	153	173	173
Morn1	chr4	161	173	173
Ski	chr4	7	169	178
Faap20	chr4	132	139	139
Prkcz	chr4	104	117	143
Gabrd	chr4	21	30	32
Cfap74	chr4	75	79	91
5830444B04Rik	chr4	6	7	85
Tmem52	chr4	56	59	59
Gnb1	chr4	117	129	137
Nadk	chr4	159	169	170
Slc35e2	chr4	158	164	165
Gm16023	chr4	163	166	166
Cdk11b	chr4	155	166	166
Mmp23	chr4	28	61	64
Mib2	chr4	156	163	169
B930041F14Rik	chr4	65	94	97
Ssu72	chr4	122	145	165
Tmem240	chr4	143	156	157
Atad3a	chr4	140	141	143
Atad3aos	chr4	137	141	141
Vwa1	chr4	105	109	144
Tmem88b	chr4	2	7	130
Mrpl20	chr4	129	130	130
Ccnl2	chr4	150	156	156
Aurkaip1	chr4	115	149	150
Mxra8	chr4	9	45	141
Dvl1	chr4	127	130	131
Tas1r3	chr4	2	5	17
Cptp	chr4	145	147	147
Cpsf3l	chr4	145	147	147
Pusl1	chr4	133	145	145
Acap3	chr4	136	145	146
Ube2j2	chr4	143	145	145
Gm5801	chr4,chr14	0	21	21
Fam132a	chr4	94	102	102
B3galt6	chr4	153	163	163
Sdf4	chr4	162	163	164
Tnfrsf4	chr4	12	16	17
Gm10560	chr4	0	0	42
Tnfrsf18	chr4	69	75	75
Ttll10	chr4	8	15	73
Mir429	chr4	0	1	1
Mir200a	chr4	1	5	5
Mir200b	chr4	0	6	6
Gm13648	chr4	30	33	35
9430015G10Rik	chr4	172	180	180
Rnf223	chr4	0	4	12
Agrn	chr4	105	136	141
Isg15	chr4	33	35	35
AW011738	chr4	118	120	121
Perm1	chr4	5	20	20
Plekhn1	chr4	52	58	58
Mir7658	chr4	0	18	24
Klhl17	chr4	85	147	156
Cdk6	chr5	127	159	174
Fam133b	chr5	164	169	169
1700109H08Rik	chr5	0	2	8
Pex1	chr5	183	192	192
Rbm48	chr5	182	192	192
Gatad1	chr5	174	176	177
Tmbim7	chr5	0	0	69
Ankib1	chr5	176	183	183
Krit1	chr5	174	183	183
Lrrd1	chr5	1	2	7
Mterf1a	chr5	48	59	59
Akap9	chr5	154	169	177
Cyp51	chr5	190	192	192
Mterf1b	chr5	44	66	66
Fzd1	chr5	82	95	95
Cdk14	chr5	141	151	189
1700015F17Rik	chr5	0	0	15
Cldn12	chr5	185	186	186
Gtpbp10	chr5	179	180	180
Gm8773	chr5	19	68	68
Cfap69	chr5	56	69	84
Steap2	chr5	33	34	74
Steap1	chr5	109	131	131
4921511H03Rik	chr5	0	1	1
Zfp804b	chr5	29	49	72
Steap4	chr5	23	37	75
Sri	chr5	180	182	182
Adam22	chr5	99	103	150
Dbf4	chr5	189	190	190
Slc25a40	chr5	188	190	191
Rundc3b	chr5	186	189	189
Abcb1a	chr5	102	142	153
Abcb1b	chr5	152	167	172
Abcb4	chr5	165	175	182
Crot	chr5	188	192	192
Tmem243	chr5	180	184	185
Dmtf1	chr5	188	189	189
9330182L06Rik	chr5	145	160	171
Mir879	chr5	0	0	0
Grm3	chr5	43	55	62
Gm6455	chr5	0	0	7
4930558F17Rik	chr5	0	0	0
Gm5861	chr5	0	0	0
Speer1	chr5	0	0	0
Gm6460	chr5	0	0	0
1700003C15Rik	chr5	0	0	0
4933402N22Rik	chr5	0	0	0
Sema3d	chr5	26	124	146
Sema3a	chr5	78	95	109
Speer3	chr5	0	0	0
Sema3e	chr5	81	90	109
Pclo	chr5	139	146	150
Gm9758	chr5	0	0	0
Speer4e	chr5	0	0	0
Speer8-ps1	chr5	0	1	28
Gm10354	chr5	0	0	15
Gm17019	chr5	0	0	5
Speer4d	chr5	0	0	5
Gm21190	chr5	0	0	58
4930572O03Rik	chr5	0	0	13
Speer4cos	chr5	2	4	8
Speer4c	chr5	0	0	2
LOC105242399	chr5	0	0	67
4930519H02Rik	chr5	2	5	6
Cacna2d1	chr5	65	78	161
Hgf	chr5	80	82	102
Speer4f1	chr5	1	2	5
Sema3c	chr5	85	111	122
Cd36	chr5	16	26	133
Gnat3	chr5	0	4	118
Gnai1	chr5	75	87	87
4921504A21Rik	chr5	55	74	74
Magi2	chr5	47	85	184
Phtf2	chr5	189	193	193
Tmem60	chr5	188	193	193
A630072M18Rik	chr5	35	185	185
Rsbn1l	chr5	182	185	185
Ptpn12	chr5	139	183	184
Gsap	chr5	171	175	186
Fgl2	chr5	137	139	141
Ccdc146	chr5	182	193	193
Fam185a	chr5	193	193	193
Lrrc17	chr5	48	49	114
Fbxl13	chr5	177	190	193
Armc10	chr5	188	190	190
Napepld	chr5	187	192	192
Pmpcb	chr5	147	148	148
Dnajc2	chr5	169	174	174
Psmc2	chr5	157	174	181
Slc26a5	chr5	38	47	64
Reln	chr5	44	57	95
Gm15421	chr5	0	0	0
Orc5	chr5	189	189	189
6030443J06Rik	chr5	186	189	189
Lhfpl3	chr5	44	56	116
A930003O13Rik	chr5	13	68	68
5031425E22Rik	chr5	141	185	187
Kmt2e	chr5	127	181	181
Srpk2	chr5	131	140	171
AI506816	chr5	127	132	134
Pus7	chr5	134	145	152
Rint1	chr5	158	162	162
Tomm7	chr5	175	175	175
2700038G22Rik	chr5	136	140	141
Snord93	chr5	0	66	66
Fam126a	chr5	181	184	184
Klhl7	chr5	141	150	155
Nupl2	chr5	164	169	170
Kcnh2	chr5	70	112	148
Nos3	chr5	0	5	171
Atg9b	chr5	0	3	173
Abcb8	chr5	119	184	184
Asic3	chr5	0	7	110
Cdk5	chr5	174	188	188
Slc4a2	chr5	82	87	87
Fastk	chr5	148	153	153
Tmub1	chr5	148	151	168
Agap3	chr5	77	134	147
Gbx1	chr5	14	21	70
Asb10	chr5	29	32	42
4931409K22Rik	chr5	0	0	11
Abcf2	chr5	185	189	189
Chpf2	chr5	147	149	151
Mir671	chr5	16	58	58
Smarcd3	chr5	6	60	121
1700022A21Rik	chr5	0	5	5
Nub1	chr5	190	192	192
Wdr86	chr5	18	39	54
Crygn	chr5	1	2	135
Rheb	chr5	124	189	190
Prkag2os1	chr5	0	56	58
Prkag2	chr5	166	182	189
2900005J15Rik	chr5	104	119	119
Galntl5	chr5	12	14	32
Galnt11	chr5	148	154	155
Kmt2c	chr5	118	175	176
4831440E17Rik	chr5	153	174	174
Cct8l1	chr5	0	2	2
1700096K18Rik	chr5	157	190	190
Xrcc2	chr5	158	162	162
Actr3b	chr5	176	179	182
Gm1979	chr5	0	0	0
Gm5862	chr5	0	0	7
Speer4a	chr5	0	0	0
Gm10471	chr5	0	0	0
Gm21671	chr5	0	0	31
5031410I06Rik	chr5	0	0	20
Gm10220	chr5	0	0	0
Gm7361	chr5	3	4	4
4930584F24Rik	chr5	0	0	8
Dpp6	chr5	40	60	151
Speer4b	chr5	0	0	0
Paxip1	chr5	179	184	185
Htr5a	chr5	4	11	13
Insig1	chr5	187	191	191
En2	chr5	23	42	75
Cnpy1	chr5	17	24	34
Rbm33	chr5	131	164	171
9530036O11Rik	chr5	1	1	52
Shh	chr5	1	1	16
Rnf32	chr5	128	141	142
Lmbr1	chr5	160	168	173
Nom1	chr5	152	159	159
Mnx1	chr5	5	12	12
Gm6083	chr5	0	0	0
Ube3c	chr5	186	191	191
Dnajb6	chr5	165	168	169
Gm5129	chr5	161	168	168
Mir6362	chr5	0	0	132
Il6	chr5	65	76	76
Tyms	chr5	119	133	134
Gm4961	chr5	2	2	5
Gareml	chr5	21	35	94
3110082J24Rik	chr5	0	31	35
Hadha	chr5	129	156	157
Hadhb	chr5	140	156	158
Mir1960	chr5	3	4	4
Adgrf3	chr5	0	0	31
Ept1	chr5	179	184	186
Drc1	chr5	11	12	77
Otof	chr5	4	6	56
1700001C02Rik	chr5	4	4	28
Cib4	chr5	25	30	67
Kcnk3	chr5	30	38	104
Gm9899	chr5	23	38	38
Mir5625	chr5	127	130	130
Slc35f6	chr5	127	130	142
Cenpa	chr5	158	161	161
Dpysl5	chr5	86	105	128
Mapre3	chr5	134	138	149
Tmem214	chr5	141	141	141
Agbl5	chr5	137	182	183
Ost4	chr5	165	169	169
Emilin1	chr5	4	37	148
Khk	chr5	131	139	154
Cgref1	chr5	26	46	46
Abhd1	chr5	142	154	154
Preb	chr5	153	156	156
Tcf23	chr5	0	8	11
Slc5a6	chr5	176	181	181
Atraid	chr5	164	181	184
Cad	chr5	158	160	160
Slc30a3	chr5	1	8	18
Dnajc5g	chr5	0	0	0
Trim54	chr5	3	4	9
Ucn	chr5	1	7	7
Mpv17	chr5	125	126	127
Gtf3c2	chr5	157	165	165
Eif2b4	chr5	177	179	179
Snx17	chr5	169	179	180
Zfp513	chr5	176	181	182
Ppm1g	chr5	156	167	185
Nrbp1	chr5	164	168	171
Krtcap3	chr5	67	72	91
Ift172	chr5	159	162	163
Fndc4	chr5	12	14	157
Gckr	chr5	0	2	12
Zfp512	chr5	154	154	154
4930548H24Rik	chr5	0	0	12
Gpn1	chr5	159	163	164
Supt7l	chr5	103	118	120
Slc4a1ap	chr5	109	118	119
AI839979	chr5	46	65	65
Mrpl33	chr5	130	135	135
Mir3473e	chr5	0	4	4
Rbks	chr5	107	172	175
Bre	chr5	162	172	185
Fosl2	chr5	25	161	163
Plb1	chr5	0	4	95
Ppp1cb	chr5	185	188	188
Yes1	chr5	125	137	139
Pisd	chr5	175	177	180
Prr14l	chr5	147	155	157
Depdc5	chr5	154	157	162
Ywhah	chr5	165	175	177
Slc5a1	chr5	1	3	54
Spon2	chr5	18	22	24
Ctbp1	chr5	148	163	164
Maea	chr5	171	179	179
Uvssa	chr5	177	184	184
Nkx1-1	chr5	2	8	9
Fam53a	chr5	176	185	185
Slbp	chr5	183	185	185
Tmem129	chr5	158	187	188
Tacc3	chr5	183	187	187
Fgfr3	chr5	61	82	89
Letm1	chr5	170	175	175
Whsc1	chr5	0	4	27
Mir7024	chr5	1	1	1
Nelfa	chr5	162	176	176
Gm1673	chr5	70	81	81
Nat8l	chr5	12	62	63
4930557J02Rik	chr5	0	0	7
Haus3	chr5	175	187	187
Poln	chr5	184	187	187
Mxd4	chr5	181	193	193
Zfyve28	chr5	58	86	158
Rnf4	chr5	180	182	182
Fam193a	chr5	131	173	173
Tnip2	chr5	154	162	162
Sh3bp2	chr5	137	148	157
Add1	chr5	180	188	188
Mir7036b	chr5	32	188	188
Mfsd10	chr5	139	153	153
Nop14	chr5	183	190	190
Grk4	chr5	189	190	190
Mir467g	chr5	0	1	1
Htt	chr5	173	180	184
Msantd1	chr5	41	44	54
Rgs12	chr5	155	165	176
Mir3097	chr5	0	7	7
Hgfac	chr5	3	25	93
Dok7	chr5	10	46	59
Lrpap1	chr5	157	166	166
Adra2c	chr5	0	7	9
4930478P22Rik	chr5	2	96	99
Hmx1	chr5	2	7	7
Cpz	chr5	10	11	32
Trmt44	chr5	141	145	145
Acox3	chr5	155	162	167
4931431C16Rik	chr5	0	0	163
Htra3	chr5	2	9	83
Sh3tc1	chr5	87	90	136
Ablim2	chr5	161	173	175
Afap1	chr5	156	159	165
Psapl1	chr5	22	30	30
Mir7689	chr5	2	7	7
Sorcs2	chr5	84	93	161
2210406O10Rik	chr5	161	184	186
Grpel1	chr5	166	184	184
Tada2b	chr5	148	184	184
Ccdc96	chr5	173	184	184
Tbc1d14	chr5	158	190	191
D5Ertd579e	chr5	154	161	163
Bloc1s4	chr5	125	129	129
Mrfap1	chr5	152	161	161
Man2b2	chr5	151	154	163
Ppp2r2c	chr5	13	23	104
Ppp2r2cos	chr5	0	0	0
Wfs1	chr5	178	184	184
Jakmip1	chr5	42	85	123
Crmp1	chr5	62	72	86
Evc	chr5	11	12	27
Evc2	chr5	9	10	31
